scenario,num_agents,state_dim,mixing_depth,activation_name,markov_graph_degree,markov_inertia,mean_action_budget,conflict_level,rho,mean_target_overlap,sample_idx,agent_idx,model_name,regret
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,0,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,0,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,0,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,0,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,0,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,0,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,1,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,1,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,1,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,1,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,1,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,1,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,2,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,2,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,2,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,2,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,2,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,2,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,3,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,3,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,3,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,3,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,3,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,3,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,4,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,4,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,4,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,4,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,4,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,4,1,residual_mlp,0.0008219553111118993
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,5,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,5,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,5,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,5,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,5,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,5,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,6,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,6,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,6,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,6,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,6,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,6,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,7,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,7,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,7,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,7,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,7,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,7,1,residual_mlp,0.004985835068570615
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,8,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,8,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,8,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,8,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,8,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,8,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,9,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,9,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,9,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,9,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,9,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,9,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,10,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,10,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,10,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,10,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,10,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,10,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,11,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,11,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,11,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,11,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,11,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,11,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,12,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,12,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,12,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,12,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,12,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,12,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,13,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,13,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,13,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,13,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,13,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,13,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,14,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,14,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,14,0,residual_mlp,0.0031142632852648455
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,14,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,14,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,14,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,15,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,15,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,15,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,15,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,15,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,15,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,16,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,16,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,16,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,16,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,16,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,16,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,17,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,17,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,17,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,17,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,17,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,17,1,residual_mlp,0.006464606583700211
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,18,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,18,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,18,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,18,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,18,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,18,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,19,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,19,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,19,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,19,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,19,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,19,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,20,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,20,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,20,0,residual_mlp,0.011778098915454949
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,20,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,20,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,20,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,21,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,21,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,21,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,21,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,21,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,21,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,22,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,22,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,22,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,22,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,22,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,22,1,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,23,0,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,23,0,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,23,0,residual_mlp,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,23,1,ground_truth,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,23,1,quantum_encoded,0.0
markov_low_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,low,0.85,0.2111781470360492,23,1,residual_mlp,0.0
markov_medium_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,0,0,ground_truth,0.0
markov_medium_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,0,0,quantum_encoded,0.0
markov_medium_conflict,2,6,10,entmax(alpha=1.50),2,0.25,3.5,medium,0.5,0.17801187167531526,0,0,residual_mlp,0.0
